,Unnamed: 0,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides: ,Total Revenue: ,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week
397,397,6a190e3b2a68b2822a03fbd698f02604,2016-05-04,235,3.6766995007071746,13.185035460992909,41.276595744680854,3074.7353620138288,13.08398026388863,0,0,0,0,0,20,68,77,1,35,25,1,8,6,13
398,398,6a464f9c764040d89517cb5ed9257953,2016-05-04,215,4.319604078632842,13.41937984496124,39.06976744186046,2976.7305588709255,13.845258413353136,0,0,0,0,0,43,62,48,32,30,0,0,0,6,10
399,399,6a4c652f46bc14c1c04eff3c67cabac0,2016-05-10,62,6.478933259356571,15.531989247311827,27.41935483870968,1138.7000200951945,18.366129356374106,0,0,0,0,0,0,10,9,15,6,8,6,8,7,13
400,400,6b0ba48a13c721f5fb766339a42d25f2,2016-03-30,349,3.4234611045414938,10.996704871060171,21.203438395415468,3871.163320047351,11.09215851016433,27,57,26,36,16,55,41,22,67,2,0,0,0,1,10
401,401,6b65c06851e944351dd285a1eb729499,2016-05-08,718,4.4042726489410535,14.60545496750232,53.48189415041782,11053.256270260876,15.394507340196204,0,0,0,0,0,6,113,103,94,91,100,111,100,6,13
402,402,6b941e22c8f9b2f159cce49fef9febff,2016-04-27,51,4.276031314261822,13.909150326797386,13.725490196078429,640.1978302212916,12.55289863179003,0,0,0,0,7,0,0,0,0,44,0,0,0,5,10
403,403,6bc4ee6df691c3bed34c69aa93964ee9,2016-04-10,43,3.7657066409717,14.097674418604653,25.58139534883721,526.0375589517029,12.233431603527976,0,2,4,2,2,0,4,17,12,0,0,0,0,2,9
404,404,6c0555804ebade45096a199f932e949e,2016-05-07,380,3.313721937662579,10.765219298245619,43.157894736842096,4529.412136224582,11.919505621643633,0,0,0,0,0,6,61,60,52,57,52,57,35,6,13
405,405,6c1c6b6992a23fe80dc5377cba9cc2e4,2016-04-04,258,3.4007778045273125,14.652842377260981,34.883720930232556,3339.9659742565254,12.945604551381882,0,20,74,64,61,8,10,1,0,9,0,7,4,2,13
406,406,6c5370105323176e4e88993943aa5b24,2016-04-13,442,5.818926529956043,14.995739064856712,23.981900452488688,6728.250996890034,15.222287323280618,0,0,12,20,56,44,56,92,44,26,48,26,18,3,13
407,407,6c56118b534a5b446d1fd0eab7dc9b19,2016-04-16,59,5.815353720116447,14.709322033898303,27.118644067796605,876.8436052077249,14.861756020469914,0,0,2,15,26,16,0,0,0,0,0,0,0,3,6
408,408,6c9d732cd0560af6e8939ac97bdd78d2,2016-03-30,471,3.6851664501888486,11.937685774946921,36.94267515923567,5902.612994365184,12.532087036868756,26,46,45,38,44,36,64,54,0,22,55,21,20,1,13
409,409,6cb35e276085548f3f095a85aa63af7b,2016-05-10,28,4.078646259602428,15.991071428571427,46.42857142857143,478.76057376315765,17.09859192011277,0,0,0,0,0,0,7,12,1,0,8,0,0,7,11
410,410,6ccc2af7009dfea4572de788827ac5a1,2016-04-18,31,4.2623764420357455,18.536021505376347,29.032258064516128,472.7374067298809,15.249593765480027,0,0,0,20,11,0,0,0,0,0,0,0,0,4,5
411,411,6cdff0516a17236168522e0a270f4671,2016-04-15,29,5.362660983748746,14.019540229885056,31.03448275862069,417.3228737453449,14.390443922253274,0,0,5,20,0,0,3,1,0,0,0,0,0,3,8
412,412,6d098c3af952e8ef82c0326b1891d993,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
413,413,6db38fccb3ac1de3981b701eb5a15d84,2016-04-02,53,5.969293400716713,15.40125786163522,9.433962264150944,757.9150092377415,14.300283193164935,1,13,14,6,6,4,2,0,7,0,0,0,0,1,9
414,414,6df6c8f8d3c2a93314245a604c02bed1,2016-04-26,16,5.478371568469062,16.985416666666666,56.25,265.7007040588068,16.606294003675426,0,0,0,0,1,1,2,8,3,1,0,0,0,5,10
415,415,6e70c2024934874d052225a4466fb9c1,2016-03-28,142,3.851771446154902,14.339201877934272,28.169014084507047,1771.9477700309853,12.47850542275342,7,21,8,9,1,1,4,6,0,12,17,23,33,1,13
416,416,6eb2e0f41fc9f1fbb70e7751035fdf87,2016-03-29,35,4.155829630247715,14.68,14.285714285714285,424.44029900559644,12.126865685874186,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1
417,417,6eb562641c6e0074c14ac265153ccda6,2016-04-11,40,4.003022978363802,13.17875,22.5,507.13298099635045,12.678324524908762,0,0,2,0,4,5,13,6,3,5,0,1,1,3,13
418,418,6f107d977e357e3d22036cc447b354b0,2016-03-31,494,3.9852457433577646,13.558738191632928,56.2753036437247,7069.126012327004,14.309971684872478,18,0,2,60,56,45,52,56,38,9,49,51,58,1,13
419,419,6f660e81330d77df19d4e3fb14b18730,2016-04-28,44,3.849036928746624,14.98939393939394,34.09090909090909,563.9727301212505,12.81756204821024,0,0,0,0,27,17,0,0,0,0,0,0,0,5,6
420,420,6f739a076d7ba8ca414334af995fc44c,2016-04-18,342,4.039969310727575,14.221637426900587,22.514619883040933,4332.005963120493,12.6666841026915,0,0,0,18,50,52,55,26,32,26,48,20,15,4,13
421,421,6f9156b8af78f1e7f4ce971b50cacf29,2016-04-24,44,5.440443117845034,13.826136363636365,27.272727272727273,637.5966966851836,14.490834015572355,0,0,0,11,4,0,0,6,8,3,0,12,0,4,12
422,422,6fd27cb2ebf1142ff29f519e20567876,2016-04-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
423,423,6ff443616dd01da842095c0939394baf,2016-05-12,348,2.8533632477881627,13.228927203065133,41.379310344827594,4039.571147364757,11.607963067140107,0,0,0,0,0,0,14,48,53,50,72,49,62,7,13
424,424,7023bf0fa91bea71ae7bfa2481fb5b90,2016-04-02,241,4.147186029767003,13.318118948824345,38.174273858921154,3210.777749255388,13.322729250022357,19,27,24,0,0,29,26,15,37,29,0,0,35,1,13
425,425,7062cc9432dba19f5b474be707a73525,2016-04-19,436,5.150636998265743,16.5381498470948,32.11009174311926,6603.699682632834,15.146100189524851,0,0,0,81,102,93,80,80,0,0,0,0,0,4,8
426,426,706466935b9e1d04e4e116be7ce90ea9,2016-04-01,19,3.840475958434743,12.79122807017544,21.05263157894737,224.7863926692516,11.830862772065872,10,6,0,0,0,0,3,0,0,0,0,0,0,1,7
427,427,709d54382dc3259373f8ae6b2fac2415,2016-04-06,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
428,428,71a4cd7ad9005409dc1bef838b488e6b,2016-04-27,320,3.3410823691699703,13.121145833333333,43.4375,4035.454451914038,12.61079516223137,0,0,0,0,22,37,50,29,26,35,66,32,23,5,13
429,429,72118f61d16a22814cfe01fcffd0659f,2016-04-14,230,4.713163538280074,14.153260869565218,31.73913043478261,3241.982045110627,14.095574109176635,0,0,13,36,32,45,29,14,12,24,10,6,9,3,13
430,430,72741692a0ac3fbd22820b0b278c4040,2016-04-06,286,3.799865922537328,13.45588578088578,31.818181818181817,3611.023380972943,12.625955877527769,0,29,41,26,22,23,38,19,20,15,18,13,22,2,13
431,431,7287a688775698a457a560e1133aee0a,2016-04-28,317,2.9677722383911984,11.88254468980021,34.38485804416404,3578.6774043634878,11.289203168339073,0,0,0,0,26,11,24,72,35,62,35,20,32,5,13
432,432,72ca99bb6667024a23e1f68904b06fd0,2016-03-28,358,5.5952757759817295,16.905027932960895,28.491620111731844,5456.64204377053,15.24201688204059,22,28,31,26,15,45,48,16,30,34,24,11,28,1,13
433,433,733e0653a13dd43c9b668b1825a2fecc,2016-04-30,380,3.5179720617736074,13.152982456140352,45.526315789473685,4802.6651273772695,12.638592440466496,0,0,0,0,9,14,17,33,20,50,86,90,61,5,13
434,434,734e463e87289ed53edf3802a2cda9fe,2016-04-16,230,4.986772865571142,15.029202898550725,23.91304347826087,3325.718462103513,14.459645487406581,0,0,7,49,18,54,49,9,0,0,0,25,19,3,13
435,435,7419cd5c573ff9994c0f8ff5d92b4408,2016-04-30,63,7.364203919934841,17.504232804232803,44.444444444444436,1579.3004662770666,25.06826136947725,0,0,0,0,6,10,5,11,11,6,6,0,8,5,13
436,436,74279b827e47bbddb5ba57863c174995,2016-03-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
437,437,7470e87e7621f0e68c728a0431788a58,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
438,438,7473815d8eb56f765461525f1bf48c93,2016-04-29,34,4.3028599959501115,13.425,0.0,397.02008665664175,11.677061372254169,0,0,0,0,15,12,4,0,1,0,2,0,0,5,11
439,439,7476a4cdfe6cb9587f03db358dff548f,2016-04-09,28,3.607490382037712,17.369047619047617,57.14285714285714,425.6877162977783,15.203132724920652,0,1,6,6,2,2,3,3,0,2,0,2,1,2,13
440,440,7481015e6b377191f3b1531bc74e6908,2016-04-11,37,3.177716969084859,12.272522522522525,35.135135135135144,417.60494624400894,11.286620168757,0,0,3,15,8,11,0,0,0,0,0,0,0,3,6
441,441,74d1c00ab5098202337a91c936b6e080,2016-04-12,301,4.407921168814918,15.198615725359913,37.87375415282392,4226.395310009073,14.04118043192383,0,0,5,12,12,9,21,29,20,52,44,45,52,3,13
442,442,74de6f7e57690a1687935227360edf7f,2016-05-05,462,4.433447402304201,15.243037518037518,41.774891774891785,6643.033555713318,14.378860510201989,0,0,0,0,0,22,47,63,58,61,78,68,65,6,13
443,443,750b2b9e0f4caa4539c2553a4d04fb6b,2016-05-12,286,6.510526271422043,18.126456876456878,36.36363636363637,5011.391365915015,17.522347433269278,0,0,0,0,0,0,13,45,44,36,39,47,62,7,13
444,444,7553628edc729ab03cedd3ded8de8736,2016-05-08,29,6.195279024213398,15.899425287356319,55.17241379310346,520.8444782405624,17.960154422088358,0,0,0,0,0,5,9,4,3,8,0,0,0,6,10
445,445,758f6d309376d24b53da45e91cf778cd,2016-03-30,269,4.730161843805559,13.45365551425031,12.639405204460967,3398.6086295789955,12.63423282371374,26,10,19,18,18,21,14,29,25,19,24,21,25,1,13
446,446,7596061dc6e3a61ec35e0307bf423838,2016-05-02,214,4.418520554487479,14.889096573208723,37.38317757009346,3075.103852842365,14.369644172160582,0,0,0,0,0,34,26,9,16,19,62,25,23,6,13
447,447,75d8798826340198f4fd204ed31336ed,2016-05-04,360,3.990787113557939,15.902777777777775,33.05555555555556,5089.183163068923,14.136619897413675,0,0,0,0,0,14,59,51,57,37,35,64,43,6,13
448,448,75ff47d4ba4bd4480629671a666500ba,2016-03-28,393,4.119026113813793,13.904071246819338,29.516539440203555,5089.924175524332,12.951461006423235,40,25,18,19,25,11,10,8,17,22,65,58,75,1,13
449,449,762db27fc4dd1e53dd4fa982ae2162b4,2016-04-15,229,3.3317327784646644,13.613609898107715,40.61135371179039,2902.393115894302,12.674205746263327,0,0,7,27,19,15,0,0,6,27,36,44,48,3,13
450,450,764289a2931fb70d1d27d5603d49edd2,2016-04-19,39,3.8318622732109007,14.85982905982906,10.256410256410255,460.2480575152961,11.80123224398195,0,0,0,14,13,8,4,0,0,0,0,0,0,4,7
451,451,766fea0c4f0b265fe9ac9e1e4ec64ad7,2016-05-03,201,3.7682144906966286,14.686069651741295,38.30845771144278,2637.6759230854473,13.12276578649476,0,0,0,0,0,10,41,0,0,0,48,59,43,6,13
452,452,7708f393e874acbdd44bbf47c9a328e9,2016-04-23,218,4.026985590879296,11.682721712538225,29.357798165137616,2683.664233065522,12.310386390208814,0,0,0,2,56,2,9,4,7,0,45,56,37,4,13
453,453,773555b1cf65c9fa882fd9f6c50f44d4,2016-05-10,276,3.3584385929743816,12.083152173913044,38.04347826086956,3402.702325813686,12.328631615266977,0,0,0,0,0,0,52,66,56,49,26,20,7,7,13
454,454,775a910a05bbc12a236ec64d4109c37b,2016-05-13,317,5.309704520994343,16.423133543638276,42.90220820189275,5050.254940261224,15.931403597038562,0,0,0,0,0,0,17,58,36,55,62,35,54,7,13
455,455,7767360462c03c38f487f16f57b02e02,2016-04-26,23,3.9557939225423766,13.714492753623187,13.043478260869565,300.6840051470375,13.073217615088586,0,0,0,0,15,2,4,0,2,0,0,0,0,5,9
456,456,779747a77c043096f6428413f26d25dc,2016-05-11,235,5.685552607927817,16.076099290780142,37.4468085106383,3784.33116987813,16.103536893098426,0,0,0,0,0,0,18,36,27,48,29,43,34,7,13
457,457,77c589b9398709f398778a0ff368e00e,2016-04-29,422,3.6222540846717246,13.355094786729858,40.04739336492891,5612.757299683928,13.300372748066179,0,0,0,0,40,95,73,57,56,31,27,27,16,5,13
458,458,78477100f8d331a7b048b96a6a856fde,2016-04-09,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
459,459,785d6109caeb2f53c0628c37b20d91cb,2016-04-27,457,3.2754759626783687,16.63092633114515,36.32385120350109,5924.7934114357395,12.964537005329845,0,0,0,0,52,68,21,0,26,63,81,80,66,5,13
460,460,787fafc34f07b372b60981ccdc4018eb,2016-05-08,73,4.618059202691957,12.369634703196347,32.87671232876713,1029.744819428047,14.106093416822565,0,0,0,0,0,2,5,19,12,35,0,0,0,6,10
461,461,78e0917f94fd9a5e81721b3d6a949891,2016-04-06,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
462,462,793e2072826ee96904a5f03ae2357e96,2016-04-20,303,4.451645532405902,12.204400440044004,29.04290429042905,3964.90833454708,13.085506054610825,0,0,0,34,38,35,19,27,21,38,27,33,31,4,13
463,463,794a74f41f18a115252fd26bbd16882b,2016-03-31,150,3.0336659748716865,15.056222222222226,39.333333333333336,1912.9603860599173,12.75306924039945,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
464,464,7960373dbd5c93b4a066b352fea600ee,2016-05-09,309,3.427099886934293,13.275782092772383,36.24595469255664,3805.4662504888147,12.31542475886348,0,0,0,0,0,0,54,50,60,39,43,36,27,7,13
465,465,798b4cc659c984e8353c7a4f90936df1,2016-05-14,230,4.890451986528639,15.39463768115942,34.34782608695652,3412.898015349976,14.838687023260768,0,0,0,0,0,0,26,60,28,45,18,23,30,7,13
466,466,7a1fd3df8aa8197bdb3be8c5d4ffa92d,2016-05-02,38,3.250744175611709,12.650438596491227,44.73684210526316,461.1142368527886,12.134585180336545,0,0,0,0,0,11,16,6,0,0,5,0,0,6,11
467,467,7abb5ee55c03357b69af929f51443bb0,2016-04-28,226,4.870580706365531,12.332890855457228,41.1504424778761,3168.9523071901112,14.021912863673055,0,0,0,0,20,23,27,21,31,34,19,13,38,5,13
468,468,7abb74e551c262a945929b92e0551b04,2016-05-05,226,3.8551531760780082,14.913126843657816,29.64601769911505,2917.899565434692,12.911060024047305,0,0,0,0,0,15,41,33,52,52,33,0,0,6,11
469,469,7ad917215da937eefdf48e3c9d3fcf26,2016-04-29,207,4.363135270323256,15.132125603864731,75.3623188405797,3555.824061881475,17.177894018751086,0,0,0,0,15,39,38,48,23,18,11,9,6,5,13
470,470,7aee4951b59fcd1edda02bbecaa2a717,2016-04-25,40,4.387543962121119,12.410416666666665,30.0,501.50546540093046,12.537636635023263,0,0,0,0,9,29,0,0,2,0,0,0,0,5,9
471,471,7b625f643d0775f0ac4898e33235377b,2016-04-04,3,2.049494409716613,9.511111111111113,0.0,25.691324505697988,8.563774835232664,0,1,1,1,0,0,0,0,0,0,0,0,0,2,4
472,472,7b8eaf284addb604039c7e22d23c903f,2016-04-05,248,4.633027784982584,11.95013440860215,23.79032258064516,3295.640930609235,13.288874720198526,0,11,22,31,34,48,34,35,21,8,4,0,0,2,11
473,473,7bb464563d0d43f7f894439d163f4ad3,2016-05-05,220,3.6014650839361586,14.01340909090909,48.18181818181818,3069.4377493082056,13.95198976958275,0,0,0,0,0,5,38,40,40,42,22,19,14,6,13
474,474,7be7bd7d4880308db77561aded87ff8a,2016-04-17,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
475,475,7c1478b12207107ae4296e656a49d6f6,2016-03-29,56,4.658431406663602,14.124702380952382,17.857142857142858,721.7367788327306,12.888156764870189,11,0,14,17,9,5,0,0,0,0,0,0,0,1,6
476,476,7c27405cefee2fad79a81a819ca9dbe1,2016-03-29,475,7.746231374352219,15.293403508771927,15.157894736842106,8125.636467231911,17.10660308890929,0,16,16,38,4,4,16,22,62,80,80,57,80,2,13
477,477,7c4bcea05c14431c65ef1d9cfa20ecb1,2016-03-31,83,6.030504759790027,14.5355421686747,3.614457831325301,1199.4695666960781,14.45144056260335,1,31,25,26,0,0,0,0,0,0,0,0,0,1,4
478,478,7c64b8d49dd5fbe34f44a9b4bae0e7b4,2016-04-01,258,3.9756559648940786,12.204263565891473,42.24806201550388,3413.6803084421754,13.23131902496967,11,21,21,13,65,53,62,12,0,0,0,0,0,1,8
479,479,7c8a65613ea1b4cb168336390c8cef8d,2016-04-20,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
480,480,7c8d33cc16246462e046ed084f7428a4,2016-04-21,256,5.3293076470789265,15.231315104166667,37.109375,3917.033258787245,15.300911167137675,0,0,0,33,23,24,65,42,5,30,30,0,4,4,13
481,481,7d8627729a14175b1424153ba46d7acf,2016-04-06,200,3.834447661774393,12.950583333333332,30.0,2454.957918398225,12.274789591991125,0,1,1,59,50,6,0,0,0,5,15,32,31,2,13
482,482,7da41cde0e0d0503549eeb7ca5609a9f,2016-04-28,39,5.300261645720033,13.833333333333336,23.07692307692308,549.762856876111,14.096483509643875,0,0,0,0,12,19,8,0,0,0,0,0,0,5,7
483,483,7dfa12ce1fc9cc58ec34fd66c75b106b,2016-05-13,278,4.1041512794958726,12.941726618705035,32.014388489208635,3774.2959480138843,13.576604129546347,0,0,0,0,0,0,36,67,3,15,50,59,48,7,13
484,484,7e335469ce82f86c20d06b06ccfa1da1,2016-04-05,183,3.3362486919764347,15.941347905282333,40.983606557377044,2492.4388529169305,13.61988444216902,0,24,20,3,23,27,21,22,11,3,6,6,17,2,13
485,485,7ee801015b6ba9dc0aa2687cb28b8361,2016-04-21,170,5.359153441783589,16.459215686274508,38.23529411764706,2673.9615948649757,15.72918585214692,0,0,0,20,29,36,17,21,20,10,4,13,0,4,12
486,486,7f4350f4a358ac264ccf3b10c4966afc,2016-03-28,36,3.0093772050101983,12.097685185185185,5.5555555555555545,361.28386869669134,10.035663019352539,35,0,0,0,0,0,0,0,0,0,0,1,0,1,12
487,487,7f47fd2db9cfdc30fe46068ad017152b,2016-04-09,47,4.56699706950041,15.095035460992909,36.17021276595744,715.69710208222,15.227597916642981,0,3,3,0,0,11,1,29,0,0,0,0,0,2,8
488,488,7fc97bb967d4380b38e8490aceb85224,2016-04-25,378,3.640897385848732,14.246869488536156,34.12698412698413,4871.404291331642,12.887312940030796,0,0,0,0,48,57,29,62,68,61,48,5,0,5,12
489,489,7fcca181f46acfa027ea83c7dc70afa9,2016-04-23,209,3.4056428850175617,14.24481658692185,46.41148325358851,2735.2890738118303,13.087507530200146,0,0,0,3,10,21,21,27,28,21,29,26,23,4,13
490,490,7ff85c5c0e9324e28d1e0d0589c364bd,2016-04-19,3,4.98589483887805,9.727777777777778,33.333333333333336,36.50452319170177,12.168174397233924,0,0,0,0,1,0,0,0,0,0,0,0,2,5,13
491,491,8046a7b32ff00f418c1bb410a67adf68,2016-05-04,417,3.840919459990436,14.22166266986411,40.28776978417265,5487.01137324203,13.158300655256665,0,0,0,0,0,61,48,92,18,54,65,79,0,6,12
492,492,804ea124edb0d6694aa4a3c9eb22a716,2016-05-12,444,3.4664733581680904,14.0896021021021,41.8918918918919,5739.044100812549,12.925775001830065,0,0,0,0,0,0,37,80,65,125,92,19,26,7,13
493,493,80597153cf2bec000612ba2e45a72d91,2016-03-28,225,3.977511830246492,15.452148148148147,20.0,2909.5797670846428,12.9314656314873,19,26,21,15,23,17,24,18,14,12,10,26,0,1,12
494,494,80cb80668a3c444e3e8962d1c861b9d0,2016-04-17,43,7.1308012731493875,13.410852713178295,13.953488372093025,674.1086710307744,15.676945837924983,0,0,4,2,5,5,0,6,7,9,1,4,0,3,12
495,495,80f8e8eb5eac6dd41259ccc73993aff6,2016-05-07,29,5.141023756579588,13.421264367816093,41.379310344827594,456.8436195293309,15.7532282596321,0,0,0,0,0,1,0,0,0,0,0,10,18,6,13
496,496,810c559baf6b5c20dca13b794fb36240,2016-04-18,240,4.02669469057709,13.507569444444444,35.833333333333336,3316.319303215397,13.817997096730824,0,0,0,14,30,10,21,23,16,28,36,40,22,4,13
497,497,818ce9e1cee09531cb20bdffe3f41256,2016-04-22,126,3.3756715017356034,13.23584656084656,34.12698412698413,1495.7958544196165,11.871395669996955,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
498,498,81fe057f033eeba6b1472a8fce5c1fdb,2016-04-11,259,3.0911350359074263,13.008236808236806,41.698841698841704,3099.603195902254,11.967579906958509,0,0,63,14,15,4,0,4,26,15,0,63,55,3,13
499,499,8224c23bca05c2adb3fdf40752eb1b3c,2016-03-28,349,5.179186270917159,14.95429799426934,24.64183381088825,5144.002976530754,14.739263543068061,53,30,29,28,26,34,47,27,42,31,2,0,0,1,11
500,500,8228dc00459f185b56d989c8ba1c9c52,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
501,501,822f647598c6283f3e782bfa33007d47,2016-04-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
502,502,825a12d804be2135d12aacbfef42149f,2016-04-06,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
503,503,838495eb3f025e512228480eae127522,2016-04-06,47,2.7830095011857643,11.412411347517727,25.53191489361702,489.9685361504303,10.424862471285753,0,36,11,0,0,0,0,0,0,0,0,0,0,2,3
504,504,83a0efd007f4db8f0b7db5753d80fd87,2016-04-14,33,3.3086026984146715,12.887878787878787,21.21212121212121,364.42310666277285,11.043124444326446,0,0,23,8,0,2,0,0,0,0,0,0,0,3,6
505,505,83ae2db3b59285394e07063a7d0d0512,2016-04-19,35,5.808326039600973,15.098571428571427,20.0,555.4562272888265,15.870177922537902,0,0,0,22,6,7,0,0,0,0,0,0,0,4,6
506,506,844d41532242b64d8f19774b6b7f1c82,2016-04-18,316,3.6324860273721766,13.606012658227847,33.86075949367089,4042.2586079500493,12.791957620095095,0,0,0,87,43,80,0,51,0,50,0,0,5,4,13
507,507,844e9be5a30d8d9c1f8e9ddb086ff717,2016-04-15,821,3.7875915179488095,14.947137637028014,33.86114494518879,10854.307257021515,13.220837097468353,0,0,36,96,113,91,101,21,90,82,35,88,68,3,13
508,508,849726bb431c44a984e5f0f60923a0ff,2016-04-25,54,5.192271135763499,13.124074074074075,20.37037037037037,724.9027994819822,13.424125916333006,0,0,0,0,29,3,0,22,0,0,0,0,0,5,8
509,509,84e1a98ccf46774bc4f5c6374079dc07,2016-03-30,42,2.8194048196036587,11.995238095238097,33.333333333333336,465.39207213412544,11.080763622241085,22,20,0,0,0,0,0,0,0,0,0,0,0,1,2
510,510,84e99f5233c20f92e5be02afd2dbf994,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
511,511,8506914d35a1146dd602b68a93b5be5a,2016-04-07,53,5.458829835551947,12.005660377358492,28.301886792452827,761.9238738779046,14.37592214863971,0,11,0,0,2,6,11,1,0,13,9,0,0,2,11
512,512,850de9129410d40c2875418eb40858b9,2016-05-12,384,4.02022335243019,13.103515625,31.51041666666667,4997.548863223433,13.014450164644355,0,0,0,0,0,0,40,56,65,52,49,57,65,7,13
513,513,85bfeb44e07b0d4e86c637353080289d,2016-04-18,413,3.92703055959264,14.258757062146893,58.35351089588378,6383.181124460956,15.455644369154856,0,0,0,75,103,65,90,61,11,8,0,0,0,4,10
514,514,86a1dbd33d3ee6d68caa25966a2868a3,2016-04-29,578,5.051482988814044,15.600922722029988,32.35294117647059,8598.581942089104,14.87643934617492,0,0,0,0,16,65,70,80,70,68,69,58,82,5,13
515,515,86f580ee80bb5a54e07595410d624108,2016-05-03,56,4.629948124253245,17.255952380952383,50.0,898.0604547174615,16.036793834240385,0,0,0,0,0,2,14,23,9,0,0,3,5,6,13
516,516,876e3742e4165313e3be9ca7ff4e41b2,2016-04-14,34,4.781956651575838,13.117647058823529,41.1764705882353,464.0242914362409,13.6477732775365,0,0,10,1,3,0,0,0,6,7,2,1,4,3,13
517,517,878b301e00c3111bf0d4cdddb8e14c9a,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
518,518,87b493b5ff1b807c2320801fcd16ac26,2016-04-15,279,4.003849749310621,16.18799283154122,39.784946236559136,4431.285096993177,15.882742283129664,0,0,7,25,29,42,50,25,40,15,0,18,28,3,13
519,519,881527a718b502bacbd04b6f45fcc2fc,2016-04-28,44,4.515501555126495,12.225378787878787,27.272727272727273,582.367506193015,13.235625140750338,0,0,0,0,11,11,22,0,0,0,0,0,0,5,7
520,520,8902cda459f8ac02c38efb2815cf4026,2016-04-08,56,3.9586436498369344,15.371130952380954,33.92857142857143,744.6984593881135,13.298186774787741,0,5,14,8,12,17,0,0,0,0,0,0,0,2,6
521,521,895c14bfd7d1e2c26aee6938703f32f8,2016-03-28,30,3.6641521783256903,14.98,23.33333333333333,388.29776415901335,12.943258805300445,8,16,5,1,0,0,0,0,0,0,0,0,0,1,4
522,522,8969d175c4676642b245af55d2dba19b,2016-05-04,29,4.481190190195767,10.498850574712645,31.03448275862069,372.4034016884769,12.84149660994748,0,0,0,0,0,4,14,11,0,0,0,0,0,6,8
523,523,89788880a732b675ba9cd9854adcf684,2016-04-30,61,5.140137887703482,15.850273224043715,37.70491803278689,916.333157218694,15.021855036372033,0,0,0,0,7,0,4,0,0,12,18,0,20,5,13
524,524,89b9947570bc59a6161fb5edea18b852,2016-05-09,239,5.024575941705981,15.148256624825661,23.01255230125523,3403.109122193987,14.238950302066893,0,0,0,0,0,0,25,50,17,46,27,40,34,7,13
525,525,89dab1d9f815cea34ce3612a6b7c0d51,2016-04-12,58,5.251456690534521,17.426724137931036,24.13793103448276,875.1112258254939,15.088124583198171,0,0,40,18,0,0,0,0,0,0,0,0,0,3,4
526,526,8a2fcb8a8aea9b7a1e2dc54c3257abdf,2016-05-13,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
527,527,8a485c0c66396eaa9dd004fb0bcc600e,2016-04-14,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
528,528,8a64fa582ad5ac3bce95a38756b1875c,2016-04-19,609,4.796120054763243,15.227695675971539,44.334975369458135,9324.375662950855,15.310961679722256,0,0,0,70,76,82,94,77,45,75,75,15,0,4,12
529,529,8a7d9195606bdc9bd5305f6bb300e1de,2016-04-06,60,6.7833190417603895,14.515,21.66666666666667,988.2857560873816,16.47142926812303,0,18,10,2,11,10,0,2,0,0,6,0,1,2,13
530,530,8a86bdb56cb975c786e47cb256838ed6,2016-04-22,268,4.433431875011709,13.773818407960201,36.940298507462686,3664.473620157954,13.673409030440126,0,0,0,26,43,21,69,42,0,17,23,0,27,4,13
